Age,Gender,Marital_Status,Education,Employment_Type,Annual_Income,Loan_Amount,Loan_Term,Credit_Score,Existing_Loans,DTI_Ratio,Savings_Amount,Collateral_Value,Loan_Status
47,Male,Married,Graduate,Self-Employed,1508369.0,739492.0,24,642.0,1,0.28,55961,151630,Rejected
20,Male,Single,Graduate,Student,19201.0,50000.0,48,441.0,0,0.82,5971,0,Rejected
17,Male,Single,Not Graduate,Student,31313.0,50000.0,24,552.0,2,0.9,3459,105629,Approved
37,Female,Married,Not Graduate,Student,1316612.0,317643.0,24,635.0,2,0.14,555290,383228,Approved
22,Female,Single,Not Graduate,Part-Time,125900.0,56828.0,36,653.0,3,0.18,7494,0,Rejected
33,Female,Married,Not Graduate,Self-Employed,,,24,,0,0.33,148606,362074,Approved
46,Male,Single,Graduate,Unemployed,401773.0,273417.0,36,620.0,3,0.14,15410,88168,Approved
44,Male,Married,Not Graduate,Salaried,1065946.0,428994.0,48,632.0,2,0.13,470588,280961,Approved
19,Female,Married,Graduate,Student,14659.0,50000.0,36,656.0,1,1.0,3789,0,Rejected
47,Male,Single,Not Graduate,Salaried,1108000.0,611006.0,12,653.0,1,0.59,452198,0,Rejected
20,Female,Married,Graduate,Unemployed,10309.0,80895.0,24,602.0,2,1.0,1062,0,Rejected
19,Female,Married,Graduate,Student,8378.0,74324.0,36,500.0,0,1.0,3991,252023,Approved
31,Female,Single,Graduate,Salaried,304118.0,117825.0,60,484.0,0,0.1,9114,0,Rejected
24,Male,Single,Graduate,Part-Time,2799785.0,53004.0,60,623.0,3,0.12,21053,0,Approved
24,Female,Married,Not Graduate,Part-Time,81713.0,50000.0,12,611.0,1,0.65,9545,103248,Rejected
41,Male,Single,Graduate,Salaried,948045.0,172661.0,12,690.0,1,0.19,154719,0,Approved
41,Female,Married,Not Graduate,Self-Employed,959504.0,244302.0,24,677.0,3,0.14,342223,0,Approved
59,Male,Married,Not Graduate,Self-Employed,1393068.0,507908.0,60,624.0,3,0.1,161893,134464,Approved
51,Male,Single,Not Graduate,Self-Employed,1548161.0,453856.0,24,365.0,0,0.17,705557,0,Approved
36,Female,Married,Not Graduate,Salaried,534672.0,263350.0,12,637.0,1,0.53,12283,224733,Rejected
51,Male,Single,Graduate,Salaried,1440152.0,368339.0,48,604.0,1,0.06,93535,484818,Approved
27,Female,Married,Not Graduate,Self-Employed,1163700.0,389891.0,36,561.0,3,0.13,456481,0,Approved
23,Female,Single,Graduate,Salaried,396855.0,82394.0,12,607.0,2,0.22,18779,0,Rejected
17,Female,Single,Graduate,Unemployed,26266.0,50000.0,24,639.0,3,1.0,10035,0,Rejected
57,Male,Single,Graduate,Salaried,289955.0,163731.0,48,655.0,2,0.18,32565,0,Rejected
51,Female,Married,Graduate,Self-Employed,1058045.0,269538.0,60,552.0,3,0.07,169723,0,Approved
28,Male,Single,Not Graduate,Salaried,1487476.0,651849.0,12,597.0,0,0.47,640983,495933,Rejected
42,Female,Single,Graduate,Self-Employed,1067505.0,586943.0,36,679.0,1,0.22,322787,463640,Approved
21,Female,Single,Not Graduate,Part-Time,154109.0,54772.0,12,554.0,3,0.38,29637,0,Rejected
35,Female,Married,Not Graduate,Self-Employed,788719.0,249593.0,60,684.0,1,0.08,297773,287928,Approved
35,Female,Married,Graduate,Self-Employed,563531.0,107066.0,60,628.0,2,0.05,247064,333020,Approved
45,Female,Single,Graduate,Salaried,1360111.0,144667.0,24,354.0,0,0.06,24057,0,Rejected
21,Female,Single,Not Graduate,Part-Time,177969.0,88472.0,36,407.0,0,0.2,21424,0,Rejected
23,Female,Married,Not Graduate,Part-Time,121076.0,71373.0,24,633.0,2,0.33,22039,0,Rejected
31,Male,Single,Graduate,Salaried,685449.0,376114.0,36,671.0,2,0.22,44947,0,Rejected
36,Female,Married,Graduate,Self-Employed,1600592.0,712563.0,12,553.0,0,0.47,645954,0,Rejected
57,Female,Single,Graduate,Salaried,309557.0,81669.0,24,632.0,2,0.15,10465,0,Rejected
35,Female,Single,Graduate,Salaried,1138967.0,670880.0,60,657.0,3,0.16,114998,381734,Approved
31,Male,Single,Graduate,Self-Employed,408958.0,90067.0,12,585.0,2,0.23,33999,0,Rejected
55,Male,Single,Not Graduate,Salaried,844160.0,157673.0,36,451.0,0,0.07,108361,0,Approved
43,Female,Single,Not Graduate,Part-Time,837506.0,230135.0,48,665.0,3,0.09,272966,0,Approved
59,Male,Single,Graduate,Salaried,1392228.0,50624.0,36,595.0,2,0.01,229525,0,Approved
34,Male,Married,Graduate,Self-Employed,979064.0,160402.0,36,617.0,1,0.07,366944,0,Approved
26,Male,Married,Graduate,Salaried,955563.0,507048.0,48,571.0,3,0.17,210302,414794,Approved
26,Male,Single,Not Graduate,Self-Employed,1289077.0,167026.0,36,673.0,3,0.03,52274,291092,Approved
33,Female,Married,Not Graduate,Salaried,1428428.0,431286.0,60,454.0,0,0.08,377101,391685,Approved
19,Male,Single,Not Graduate,Unemployed,7826.0,50000.0,36,578.0,2,1.0,3094,61133,Rejected
53,Male,Single,Not Graduate,Salaried,453086.0,109886.0,12,673.0,1,0.26,223827,0,Approved
35,Male,Married,Not Graduate,Self-Employed,578536.0,302102.0,24,397.0,0,0.29,152200,0,Approved
45,Female,Married,Graduate,Self-Employed,930927.0,422408.0,60,572.0,3,0.12,94014,382125,Approved
53,Male,Married,Not Graduate,Self-Employed,1137510.0,471580.0,36,516.0,0,0.17,538646,0,Approved
40,Male,Married,Graduate,Self-Employed,1517096.0,411479.0,60,594.0,3,0.07,473695,0,Approved
37,Female,Married,Not Graduate,Self-Employed,1470174.0,59374.0,36,689.0,1,0.02,649068,0,Approved
49,Female,Single,Graduate,Self-Employed,657894.0,365692.0,12,654.0,2,0.59,101457,0,Rejected
17,Male,Single,Not Graduate,Student,10923.0,50000.0,60,663.0,2,1.0,3358,56051,Rejected
38,Male,Single,Not Graduate,Self-Employed,1147434.0,918613.0,12,696.0,1,0.53,417942,461576,Rejected
47,Male,Married,Not Graduate,Salaried,1307422.0,128674.0,48,568.0,3,0.03,618702,0,Approved
24,Female,Married,Graduate,Part-Time,2799785.0,66326.0,12,614.0,2,0.48,13100,301196,Rejected
20,Female,Single,Not Graduate,Student,9225.0,50000.0,60,646.0,3,1.0,2020,0,Rejected
18,Male,Married,Graduate,Student,11498.0,50000.0,48,399.0,0,1.0,48,0,Approved
18,Female,Married,Not Graduate,Unemployed,3984.0,50000.0,60,450.0,0,1.0,200,0,Rejected
41,Male,Married,Graduate,Self-Employed,1656259.0,527522.0,12,665.0,2,0.34,273649,0,Approved
50,Male,Single,Not Graduate,Self-Employed,604363.0,644306.0,24,681.0,1,0.32,188840,0,Approved
45,Male,Single,Not Graduate,Self-Employed,1459687.0,489848.0,36,639.0,2,0.13,141457,271135,Approved
33,Male,Single,Not Graduate,Salaried,472430.0,76242.0,60,681.0,1,0.04,13252,0,Rejected
28,Female,Married,Not Graduate,Self-Employed,1217978.0,401097.0,60,622.0,2,0.09,608884,0,Rejected
59,Female,Married,Graduate,Self-Employed,1266283.0,1043357.0,12,652.0,2,0.53,306547,0,Rejected
17,Male,Single,Graduate,Student,30427.0,50000.0,60,580.0,2,0.44,11331,0,Rejected
36,Female,Single,Graduate,Salaried,274847.0,67714.0,12,565.0,2,0.26,27814,0,Rejected
53,Female,Single,Not Graduate,Salaried,,,48,,2,0.12,18419,0,Rejected
17,Male,Single,Not Graduate,Unemployed,19400.0,50000.0,12,509.0,0,1.0,5457,0,Rejected
38,Female,Married,Not Graduate,Salaried,534567.0,77023.0,48,577.0,2,0.05,36007,411736,Approved
23,Female,Married,Not Graduate,Part-Time,190507.0,76991.0,48,639.0,1,0.13,68623,0,Approved
33,Male,Married,Not Graduate,Salaried,1493224.0,1187240.0,48,666.0,1,0.14,719663,0,Approved
53,Male,Married,Graduate,Self-Employed,372788.0,57357.0,60,664.0,1,0.04,10704,0,Rejected
28,Male,Married,Not Graduate,Self-Employed,1817191.0,795178.0,36,570.0,0,0.17,726979,428176,Approved
32,Male,Single,Graduate,Self-Employed,633217.0,550822.0,24,658.0,2,0.3,299597,0,Approved
29,Female,Single,Graduate,Salaried,832762.0,149608.0,36,455.0,0,0.05,374202,0,Approved
56,Male,Single,Not Graduate,Salaried,942087.0,366762.0,24,598.0,2,0.22,210126,0,Approved
17,Female,Married,Graduate,Student,24598.0,50000.0,12,668.0,1,1.0,2637,0,Rejected
42,Female,Married,Not Graduate,Salaried,401843.0,154392.0,60,677.0,2,0.1,62098,0,Approved
52,Male,Single,Not Graduate,Salaried,426919.0,248389.0,36,617.0,1,0.23,44860,0,Rejected
57,Male,Married,Graduate,Salaried,1454933.0,656928.0,24,637.0,2,0.26,550319,0,Approved
53,Female,Married,Not Graduate,Salaried,1090897.0,265651.0,60,664.0,3,0.05,149100,0,Approved
21,Female,Married,Graduate,Salaried,658506.0,112968.0,36,664.0,3,0.07,1808,0,Rejected
41,Male,Single,Graduate,Salaried,1381975.0,586638.0,48,606.0,2,0.13,162271,0,Approved
19,Female,Married,Not Graduate,Student,25508.0,50000.0,36,556.0,3,0.78,8275,0,Rejected
30,Male,Married,Graduate,Self-Employed,1880018.0,615419.0,48,383.0,0,0.1,403198,0,Approved
21,Male,Single,Graduate,Part-Time,120835.0,51469.0,24,597.0,3,0.24,26258,322171,Approved
34,Male,Single,Graduate,Salaried,1123719.0,542387.0,60,663.0,1,0.13,194564,0,Approved
37,Female,Single,Graduate,Self-Employed,686060.0,340351.0,60,590.0,3,0.13,66569,0,Approved
33,Male,Married,Graduate,Self-Employed,859782.0,140278.0,12,581.0,2,0.17,395131,286162,Approved
21,Female,Single,Not Graduate,Salaried,815973.0,292469.0,24,652.0,3,0.2,296603,394043,Approved
38,Male,Single,Not Graduate,Self-Employed,1211326.0,170354.0,12,659.0,3,0.15,245129,0,Approved
17,Female,Married,Not Graduate,Student,14098.0,50000.0,48,662.0,1,1.0,1217,286077,Rejected
44,Male,Married,Not Graduate,Self-Employed,966584.0,471326.0,48,617.0,1,0.15,34496,0,Rejected
33,Female,Married,Not Graduate,Salaried,844753.0,282999.0,36,687.0,1,0.13,202282,0,Approved
36,Male,Married,Not Graduate,Salaried,794185.0,190005.0,24,617.0,2,0.14,311692,0,Approved
46,Male,Married,Not Graduate,Salaried,623135.0,282430.0,12,576.0,0,0.48,196096,0,Rejected
59,Male,Married,Graduate,Self-Employed,571390.0,240083.0,12,588.0,3,0.24,79441,0,Approved
20,Male,Single,Graduate,Unemployed,12029.0,50000.0,60,571.0,2,1.0,2716,0,Rejected
37,Male,Married,Graduate,Self-Employed,1719435.0,609374.0,36,583.0,0,0.14,697911,0,Approved
41,Female,Single,Not Graduate,Salaried,1183942.0,377680.0,36,634.0,3,0.13,451803,0,Approved
42,Female,Married,Not Graduate,Salaried,2799785.0,527928.0,24,570.0,2,0.26,175360,0,Approved
42,Female,Single,Not Graduate,Self-Employed,1891270.0,1124767.0,24,666.0,3,0.34,904903,0,Approved
36,Female,Single,Not Graduate,Self-Employed,726647.0,294486.0,48,573.0,0,0.13,40939,0,Rejected
58,Female,Single,Graduate,Salaried,875250.0,400143.0,48,697.0,1,0.14,321403,347369,Approved
39,Female,Single,Graduate,Salaried,1284354.0,238638.0,48,641.0,2,0.06,29699,0,Rejected
17,Male,Single,Not Graduate,Unemployed,14512.0,50000.0,48,357.0,0,1.0,6676,317146,Rejected
51,Female,Single,Not Graduate,Salaried,1419629.0,258045.0,24,538.0,0,0.1,175288,175617,Approved
34,Female,Married,Not Graduate,Self-Employed,727698.0,421174.0,12,360.0,0,0.62,126970,0,Rejected
46,Female,Married,Not Graduate,Salaried,866473.0,395798.0,48,629.0,1,0.14,343720,245598,Approved
22,Male,Single,Not Graduate,Salaried,1119394.0,369390.0,12,358.0,0,0.35,329578,0,Rejected
20,Female,Single,Not Graduate,Unemployed,9722.0,50000.0,48,640.0,1,1.0,989,0,Approved
18,Female,Married,Not Graduate,Unemployed,3795.0,50000.0,24,644.0,2,1.0,1807,293526,Rejected
29,Female,Single,Graduate,Salaried,763335.0,382778.0,60,630.0,3,0.13,26396,0,Rejected
43,Female,Single,Not Graduate,Self-Employed,1774749.0,592700.0,60,540.0,0,0.09,352375,477132,Approved
40,Female,Married,Not Graduate,Self-Employed,1467062.0,408486.0,36,562.0,2,0.11,223151,168054,Approved
36,Male,Single,Not Graduate,Self-Employed,1518512.0,650143.0,24,654.0,3,0.24,248619,258499,Approved
48,Female,Married,Not Graduate,Salaried,657715.0,150117.0,24,630.0,3,0.13,181729,119165,Approved
47,Male,Married,Graduate,Salaried,708541.0,362942.0,36,610.0,3,0.2,203452,0,Approved
41,Male,Single,Graduate,Salaried,321184.0,163757.0,48,654.0,1,0.16,48705,0,Rejected
24,Male,Married,Not Graduate,Salaried,1096813.0,596821.0,36,563.0,3,0.22,40771,0,Rejected
23,Female,Single,Not Graduate,Part-Time,88552.0,50310.0,12,611.0,1,0.61,1764,0,Rejected
41,Male,Single,Not Graduate,Salaried,959774.0,456641.0,24,597.0,3,0.27,42459,0,Rejected
53,Male,Married,Not Graduate,Self-Employed,635280.0,228671.0,12,608.0,3,0.38,151686,0,Approved
17,Female,Single,Not Graduate,Unemployed,12475.0,50000.0,12,622.0,2,1.0,3973,0,Rejected
53,Male,Married,Not Graduate,Self-Employed,1933963.0,1110764.0,36,570.0,2,0.23,19461,0,Rejected
41,Female,Single,Not Graduate,Salaried,1241621.0,175059.0,12,661.0,1,0.15,374204,0,Rejected
26,Male,Married,Not Graduate,Salaried,396400.0,423996.0,36,666.0,2,0.23,128820,178957,Approved
37,Female,Single,Not Graduate,Salaried,1034033.0,90443.0,24,627.0,1,0.05,197654,250757,Approved
34,Female,Married,Graduate,Part-Time,1790655.0,238966.0,48,651.0,2,0.04,330474,207197,Rejected
49,Female,Married,Graduate,Self-Employed,587276.0,146200.0,24,617.0,2,0.14,12494,0,Rejected
17,Female,Single,Graduate,Unemployed,9085.0,93661.0,60,608.0,3,1.0,3596,0,Rejected
41,Female,Single,Graduate,Salaried,1350733.0,333511.0,36,556.0,3,0.1,357654,0,Approved
18,Female,Single,Graduate,Unemployed,25705.0,50000.0,48,482.0,0,0.61,1041,74589,Rejected
53,Female,Married,Graduate,Self-Employed,1048355.0,114287.0,24,667.0,2,0.06,55681,0,Approved
58,Male,Married,Graduate,Student,1062937.0,185183.0,48,576.0,3,0.06,486713,401069,Approved
31,Male,Married,Not Graduate,Self-Employed,1449424.0,797490.0,60,624.0,2,0.15,31692,0,Rejected
48,Male,Married,Graduate,Self-Employed,1933591.0,895182.0,60,582.0,3,0.12,87733,0,Approved
25,Female,Married,Graduate,Salaried,1057568.0,534596.0,48,507.0,0,0.16,499404,0,Approved
49,Female,Single,Graduate,Salaried,680793.0,160921.0,60,567.0,0,0.06,17318,0,Rejected
58,Male,Married,Not Graduate,Self-Employed,763245.0,94176.0,24,658.0,2,0.07,146023,0,Approved
20,Male,Single,Not Graduate,Unemployed,29313.0,50000.0,36,559.0,3,0.68,2422,414291,Rejected
29,Male,Married,Graduate,Self-Employed,925201.0,191802.0,36,657.0,3,0.08,304954,0,Approved
36,Male,Married,Not Graduate,Salaried,590863.0,331798.0,24,594.0,2,0.32,295362,0,Approved
17,Male,Single,Graduate,Student,27920.0,50000.0,24,669.0,3,1.0,8909,0,Rejected
45,Male,Single,Graduate,Self-Employed,511374.0,304646.0,12,606.0,1,0.64,80916,0,Rejected
58,Male,Single,Not Graduate,Self-Employed,1724271.0,180538.0,60,653.0,2,0.03,473611,0,Approved
46,Male,Single,Graduate,Salaried,895209.0,426661.0,24,632.0,1,0.27,348898,491293,Approved
38,Male,Married,Not Graduate,Salaried,583868.0,269877.0,36,564.0,3,0.18,95647,396823,Approved
52,Female,Married,Graduate,Self-Employed,1380258.0,104268.0,12,643.0,2,0.08,593621,0,Approved
52,Female,Married,Not Graduate,Self-Employed,529023.0,131723.0,36,665.0,1,0.1,87102,0,Approved
20,Male,Married,Graduate,Student,6386.0,50000.0,12,616.0,2,1.0,2086,362797,Rejected
24,Female,Married,Graduate,Salaried,1037806.0,543940.0,12,432.0,0,0.56,365408,0,Rejected
37,Female,Single,Not Graduate,Self-Employed,844664.0,344845.0,48,641.0,3,0.09,219415,357105,Approved
45,Male,Married,Graduate,Self-Employed,1680590.0,387612.0,48,647.0,2,0.07,49624,489085,Approved
21,Male,Single,Graduate,Part-Time,175038.0,58864.0,48,627.0,2,0.11,39225,382713,Approved
26,Female,Single,Not Graduate,Salaried,1154560.0,546600.0,60,592.0,0,0.13,359798,98394,Approved
27,Male,Single,Not Graduate,Salaried,575079.0,275760.0,60,644.0,2,0.13,120489,0,Approved
24,Male,Single,Graduate,Part-Time,125094.0,99407.0,60,647.0,2,0.14,29357,0,Rejected
42,Female,Married,Graduate,Self-Employed,1378753.0,514660.0,60,412.0,0,0.1,477887,0,Approved
19,Male,Single,Graduate,Student,20926.0,99791.0,60,602.0,1,0.64,6353,0,Rejected
48,Female,Married,Not Graduate,Salaried,739164.0,348348.0,24,649.0,3,0.27,63688,0,Approved
23,Male,Married,Graduate,Part-Time,128789.0,62340.0,60,616.0,2,0.13,33879,0,Approved
40,Male,Married,Graduate,Salaried,420068.0,251791.0,24,565.0,2,0.34,190197,0,Approved
50,Male,Single,Graduate,Salaried,297674.0,99970.0,24,568.0,0,0.19,33056,0,Rejected
58,Male,Married,Graduate,Self-Employed,1339570.0,719643.0,48,695.0,1,0.17,387358,0,Approved
46,Female,Single,Not Graduate,Salaried,647382.0,195646.0,48,648.0,3,0.1,44646,0,Rejected
33,Male,Single,Graduate,Self-Employed,2799785.0,99618.0,24,626.0,2,0.05,441179,0,Approved
60,Male,Single,Graduate,Self-Employed,644799.0,289784.0,60,698.0,1,0.12,168484,0,Approved
23,Male,Single,Graduate,Part-Time,95973.0,57324.0,12,649.0,3,0.64,17882,0,Approved
56,Female,Married,Graduate,Self-Employed,925051.0,463035.0,48,559.0,3,0.16,328192,124965,Approved
35,Male,Married,Not Graduate,Self-Employed,418523.0,126729.0,36,481.0,0,0.12,134808,0,Approved
39,Male,Single,Not Graduate,Salaried,1321555.0,186335.0,12,683.0,1,0.15,575802,0,Approved
50,Female,Single,Not Graduate,Salaried,325320.0,118457.0,12,542.0,0,0.39,28559,0,Rejected
55,Female,Married,Graduate,Self-Employed,1767045.0,296160.0,48,658.0,1,0.05,483665,367763,Approved
17,Male,Single,Not Graduate,Student,30847.0,50000.0,48,693.0,1,0.51,690,0,Rejected
48,Male,Married,Not Graduate,Salaried,1361340.0,570792.0,48,633.0,3,0.13,23250,0,Rejected
35,Male,Married,Not Graduate,Self-Employed,1399181.0,1214382.0,48,672.0,3,0.18,268938,0,Rejected
22,Female,Single,Graduate,Part-Time,173571.0,75883.0,36,674.0,1,0.17,74442,0,Approved
59,Male,Married,Not Graduate,Self-Employed,1589819.0,880424.0,36,598.0,2,0.22,427469,324221,Approved
20,Female,Single,Not Graduate,Student,2799785.0,50000.0,12,380.0,0,1.0,1330,0,Rejected
54,Female,Married,Graduate,Salaried,894626.0,427319.0,24,661.0,2,0.27,382382,0,Approved
25,Male,Single,Graduate,Part-Time,166906.0,67233.0,36,674.0,1,0.16,32534,0,Rejected
34,Male,Married,Not Graduate,Salaried,1485782.0,544175.0,24,635.0,1,0.21,33602,0,Rejected
42,Female,Single,Not Graduate,Salaried,624792.0,269782.0,12,610.0,1,0.46,146703,489052,Rejected
53,Male,Single,Graduate,Self-Employed,1436961.0,173377.0,48,610.0,1,0.04,546536,88156,Approved
32,Female,Married,Graduate,Unemployed,1696055.0,620995.0,48,630.0,3,0.06,570942,370821,Approved
44,Female,Single,Graduate,Salaried,957994.0,417281.0,48,510.0,0,0.14,190686,0,Approved
41,Female,Single,Graduate,Salaried,485909.0,157966.0,60,651.0,1,0.09,107270,0,Approved
51,Male,Single,Not Graduate,Salaried,1490328.0,756877.0,60,437.0,0,0.14,247167,0,Approved
31,Female,Single,Graduate,Self-Employed,311534.0,139022.0,24,674.0,3,0.25,29380,0,Approved
47,Male,Single,Not Graduate,Salaried,935135.0,559450.0,12,673.0,3,0.64,58067,0,Rejected
23,Female,Married,Graduate,Part-Time,102113.0,76711.0,36,683.0,1,0.21,31422,0,Rejected
36,Male,Married,Not Graduate,Salaried,1424471.0,126880.0,48,695.0,1,0.03,398047,0,Approved
38,Male,Single,Not Graduate,Self-Employed,996047.0,315036.0,48,612.0,2,0.1,189658,294615,Approved
24,Female,Single,Graduate,Salaried,677432.0,158784.0,12,528.0,0,0.25,47869,0,Rejected
47,Male,Married,Not Graduate,Self-Employed,1724674.0,98271.0,60,630.0,1,0.02,821585,0,Approved
18,Male,Married,Not Graduate,Unemployed,23716.0,50000.0,12,658.0,1,1.0,8799,0,Approved
49,Male,Married,Graduate,Self-Employed,1914895.0,1044613.0,60,662.0,2,0.15,387699,305810,Approved
19,Female,Married,Not Graduate,Student,34224.0,50000.0,36,670.0,1,0.58,2129,0,Rejected
20,Female,Married,Not Graduate,Student,35163.0,50000.0,48,467.0,0,0.45,4750,0,Rejected
27,Male,Single,Graduate,Salaried,342525.0,154153.0,48,352.0,0,0.14,93001,175311,Approved
44,Male,Married,Not Graduate,Salaried,735839.0,212684.0,24,638.0,1,0.16,215564,145671,Approved
34,Female,Married,Graduate,Salaried,714069.0,260881.0,48,556.0,0,0.12,329358,129611,Approved
56,Female,Single,Graduate,Salaried,1402114.0,993058.0,36,647.0,1,0.21,16457,0,Rejected
31,Female,Married,Not Graduate,Self-Employed,1946254.0,560154.0,12,568.0,2,0.31,111931,0,Approved
32,Male,Married,Graduate,Self-Employed,550092.0,137243.0,24,655.0,3,0.14,29014,0,Rejected
60,Male,Married,Graduate,Self-Employed,1107156.0,422438.0,60,580.0,0,0.1,372582,0,Approved
43,Male,Married,Graduate,Unemployed,,,60,,2,0.15,1339,0,Rejected
22,Female,Married,Graduate,Part-Time,107121.0,57834.0,24,603.0,2,0.3,19605,0,Rejected
18,Male,Single,Not Graduate,Unemployed,24336.0,50000.0,48,656.0,1,0.65,4647,0,Rejected
51,Female,Single,Not Graduate,Salaried,1397220.0,458626.0,36,626.0,2,0.13,559643,0,Approved
19,Female,Single,Not Graduate,Unemployed,27486.0,50000.0,24,618.0,1,1.0,2792,0,Rejected
24,Male,Single,Not Graduate,Part-Time,85364.0,51098.0,36,544.0,0,0.24,22069,0,Rejected
33,Male,Single,Graduate,Self-Employed,1169570.0,280198.0,48,651.0,2,0.08,8972,0,Rejected
56,Male,Single,Graduate,Self-Employed,1930103.0,763658.0,60,624.0,2,0.11,455678,0,Approved
52,Male,Single,Graduate,Salaried,1271591.0,582886.0,36,689.0,1,0.18,595051,0,Approved
50,Female,Married,Graduate,Salaried,1487651.0,786524.0,12,684.0,1,0.56,685243,0,Rejected
50,Male,Married,Not Graduate,Salaried,1307402.0,541499.0,60,606.0,3,0.11,488585,356817,Approved
21,Female,Married,Not Graduate,Part-Time,180641.0,62590.0,12,666.0,2,0.37,23800,0,Rejected
19,Female,Single,Not Graduate,Student,15284.0,50000.0,12,576.0,0,1.0,6413,0,Approved
52,Male,Single,Not Graduate,Self-Employed,1653235.0,617827.0,48,605.0,1,0.09,440867,0,Approved
17,Male,Married,Not Graduate,Student,31631.0,50000.0,36,653.0,3,0.63,1583,0,Rejected
52,Female,Married,Not Graduate,Self-Employed,1324807.0,617223.0,36,577.0,0,0.19,316670,0,Approved
24,Female,Married,Graduate,Part-Time,126511.0,69524.0,48,476.0,0,0.17,27891,253555,Approved
22,Female,Single,Graduate,Part-Time,166927.0,73624.0,12,676.0,3,0.47,54139,0,Rejected
19,Female,Single,Graduate,Unemployed,26789.0,50000.0,60,664.0,2,0.5,9493,0,Rejected
24,Female,Single,Graduate,Part-Time,137753.0,81793.0,36,665.0,1,0.24,36996,177205,Approved
